entity,period,account_code,account_name,balance,bs_pl,status,account_category,sub_category,criticality,review_frequency,department,review_status,review_flag,report_type,analysis_required,review_checkpoint,reconciliation_type,variance_pct
ABEX,2022-06,42002100,Swap Gain/Los-Unrlzd,0.0,PL,Income,Finance Cost,Forex gain or loss on Financing Activities,Critical,Monthly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42002700,IndAS-MtM on MFs,0.0,PL,Income,Other Income,Income frm Mutual Fund,Low,Half Yearly,TRM,skipped,Not Considered,Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42002710,IndAS-Inc-Guar Comm,-142788157.87,PL,Income,Other Income,Guarantee Income,Critical,Monthly,R2R,skipped,Not Considered,Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42061510,Liab No Longer W/Bck,0.0,PL,Income,Other Income,Liabilities Written back,Low,Half Yearly,B2P,skipped,Not Considered,Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,42061700,Inc-Drg Cnstrctn Prd,0.0,PL,Income,Other Operating Income,Other Operating Income,Low,Half Yearly,R2R,skipped,Not Considered,Working,False,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,51000200,Cons of Cap Inv-Dom,0.0,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,51000400,Cons of Prj Mat-Dom,0.0,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Reconciliation GL,0.15
ABEX,2022-06,51000500,Cons of Prj Mat-For,0.0,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,51000600,Cons of S&S-Dom,0.0,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,51000900,Cons of Opr Sup-Dom,0.0,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,51003000,PPD-Prj Mat,-0.03,PL,Expense,Fuel Cost,Fuel Cost,Medium,Quarterly,R2R,skipped,Not Considered,COGS working,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,51003200,PPD-S&S,-0.03,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,51003800,Forex G/L-GRIR,0.0,PL,Expense,Fuel Cost,Fuel Cost,Medium,Quarterly,R2R,skipped,Not Considered,COGS working,True,Not Analyzed,Reconciliation GL,0.1
ABEX,2022-06,51003900,Sml Prce Diff (Auto),-3.38,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,51010200,COGS-Cap Inv,0.0,PL,Expense,Fuel Cost,Fuel Cost,Medium,Quarterly,R2R,skipped,Not Considered,COGS working,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,51010400,COGS-Prj Mat,0.0,PL,Expense,Fuel Cost,Fuel Cost,Medium,Quarterly,R2R,skipped,Not Considered,COGS working,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,51010600,COGS-S&S,0.0,PL,Expense,Fuel Cost,Fuel Cost,Medium,Quarterly,R2R,skipped,Not Considered,COGS working,True,Not Analyzed,Reconciliation GL,0.1
ABEX,2022-06,51010900,COGS-Opr Sup,0.0,PL,Expense,Fuel Cost,Fuel Cost,Medium,Quarterly,R2R,skipped,Not Considered,COGS working,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000200,Salary-Employees,29486334.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000400,Bonus-Employees,19880.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000410,Variable Pay-Emp,4123318.79,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000450,Ex Gratia-Employees,3150401.95,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000500,Gratuity,-1140516.0,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000600,Leave Encashment,3202599.74,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000700,Co's Cont to Suprann,83330.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52000900,HRA-Employees,11155412.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001010,Benevolent Fund Exps,248425.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001300,Other Allowances-Emp,16857642.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001320,LTA-Employees,359750.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001400,Co's Cont to ESI,0.0,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001500,Co's Cont to LWF,0.0,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,False,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001600,Co's Cont to FPF,282285.0,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001700,Co's Cont to PF,3259213.68,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52001710,Admin Chrgs to PF,147563.11,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002000,Co's Cont to EDLI,17912.11,PL,Expense,Employee Benefit Expenses,Contribution to provident & other funds,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002200,Annual Incentive,0.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002250,One Time Incentive,0.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,False,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002260,Perf Incentive,-1486720.46,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002300,Joining Expense,4667220.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002310,Notice Pay-Recovered,-47495.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002320,Notice Pay-Reimburse,19140.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002600,Staff Welfare Exps,9253.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002700,Stipend Expenses,0.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,False,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52002800,Training Exps-Func,0.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52003500,Conveyance Expenses,76701.86,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,52003600,Car Allowance-Emp,1814501.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52003720,Recvry-Canteen Exps,-49200.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,52003740,Recvry-Guest Hse Exp,0.0,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,52003750,Recvry-Hse Rent Exps,0.0,PL,Expense,Other Expenses,Rent Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,52004000,Prof Tax on Company,0.0,PL,Expense,Other Expenses,Rates & Taxes,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,52004100,Relocation Adv W/off,0.0,PL,Expense,Employee Benefit Expenses,Salaries & Bonus,Medium,Quarterly,R2R,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,53001120,Cont Manpower-Oprns,0.0,PL,Expense,Other Expenses,Contractual Manpower Expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53006000,R&M-Plant & Mach,707712.56,PL,Expense,Other Expenses,Repairs - Plant & Machinery,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53010000,"Tst, Insp & Srvy Fee",0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53010210,O&M Agreement Charge,6006623.7,PL,Expense,Other Expenses,Repairs - Plant & Machinery,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53010350,Services for Project,-2.0,PL,Expense,Other Expenses,Stores and Spares Consumed,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53010900,Transportation Chrgs,-137725.0,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53013900,IT Equipment Rentals,0.0,PL,Expense,Other Expenses,Rent Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53014300,Pool Veh Fuel Exps,151679.8,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53014340,Lease Rent-Car,253482.0,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,53063030,IndAS-OCI-Act on Emp,7354925.76,PL,Expense,Other Comprehensive Income,OCI-Acturial Gratuity Expense,Critical,Monthly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,53065010,IndAS-OCI-GL Hedging,,PL,Expense,Other Comprehensive Income,IndAS-OCI-GL Hedging,Critical,Monthly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001000,Bank Chrg-Trade Fin,433665.61,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001010,Bank Chrg-General,141.6,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,TRM,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,54001020,Bank Chrg-Stamp Duty,900.0,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001050,Bank Chrg-Term Loans,0.0,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001070,Bank Chrg-Syndn Fees,0.0,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001100,Bank Chrg-BG,-449876.19,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001120,Cap-Bnk Chrg-TL (D),,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001160,Cap-Bnk Chrg-LC & BC,,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001170,Bank Chrg-Others,,PL,Expense,Finance Cost,Other borrowing cost,Medium,Quarterly,TRM,skipped,Not Considered,TRM Report,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,54001600,Swap Gain/Loss-Rlzd,0.0,PL,Expense,Finance Cost,Forex gain or loss on Financing Activities,Critical,Monthly,TRM,skipped,Not Considered,TRM Report,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000200,Remb of Auditor Exps,0.0,PL,Expense,Other Expenses,Pmt to Auditors - Reimbursement,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000300,Audit Fees-Misc Srv,0.0,PL,Expense,Other Expenses,Pmt to Auditors - Others,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000400,Audit Fees-Statutory,4464058.0,PL,Expense,Other Expenses,Pmt to Auditors - Stat audit,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000500,Audit Fees-Tax Audit,0.0,PL,Expense,Other Expenses,Pmt to Auditors - Tax audit,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000550,Rates & Taxes,0.0,PL,Expense,Other Expenses,Rates & Taxes,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000620,IT Outsourcing Exps,0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000640,Prof Fee-Talent Acqn,0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000660,Prof Fee-IT Info Sec,0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000670,Prof Fee-IT Infra,-8620016.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000680,Prof Fee-IT Appln,0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000690,Prof Fee-OD & OE,0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55000700,Prof & Consult Fees,17262731.82,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55001100,Filing & Listing Fee,15699369.68,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55001300,Legal & License Chrg,32400.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55001600,Rent Exp-Buildings,2240389.56,PL,Expense,Other Expenses,Rent Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55001900,Insure-Property,792777.89,PL,Expense,Other Expenses,Insurance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55002600,Insure-Liab & Others,299132.09,PL,Expense,Other Expenses,Insurance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55003000,Insure-Vehicles,92719.43,PL,Expense,Other Expenses,Insurance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55003200,Insure-Emp Benefits,495046.23,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,55004100,Vehicle Hiring Chrgs,913791.92,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55004200,Travel Exp Dom-Other,7947.91,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55004600,Travel Exp Dom-Staff,949183.8,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55004800,Travel Exp For-Staff,177172.01,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55004850,Travel Exp For-Other,0.0,PL,Expense,Other Expenses,Travelling & conveyance expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55005800,"Events, Sems & Confs",0.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,55005950,CSR Expenses,0.0,PL,Expense,Other Expenses,CSR Expense,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55006000,Membership & Subscpn,733960.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55006100,Business Devp Exps,195083.33,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007100,Books & Periodicals,0.0,PL,Expense,Other Expenses,Office Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007200,Printer & Phtcpy Exp,18408.0,PL,Expense,Other Expenses,Office Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007300,Post & Courier Chrgs,0.0,PL,Expense,Other Expenses,Office Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007400,Print & Stnry Exps,68777.1,PL,Expense,Other Expenses,Office Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007500,Canteen Expenses,3137.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,False,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,55007600,Brok & Comn Charges,0.0,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007750,Mob Instrument Exps,21100.0,PL,Expense,Other Expenses,Communication expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55007800,Mob & Data Card Exps,85460.2,PL,Expense,Other Expenses,Communication expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55008100,Directors Sittng Fee,678500.0,PL,Expense,Other Expenses,Directors sitting fees,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55008500,Cont Mnpwr-Gen&Admin,0.0,PL,Expense,Other Expenses,Contractual Manpower Expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55008900,Guest Hse Exps-Fixed,0.0,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55009900,Subsidy Loans to Emp,490962.0,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,55010000,Netwrk Conctvty Exps,4452183.26,PL,Expense,Other Expenses,Communication expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55010200,Pre-Recruitment Exps,0.0,PL,Expense,Other Expenses,Legal and Professional Charges,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55010210,Talent Assment Exps,1143371.52,PL,Expense,Employee Benefit Expenses,Staff welfare expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Salary Register,True,Not Analyzed,Non Reconciliation GL,0.1
ABEX,2022-06,55010300,R&M-Others,0.0,PL,Expense,Other Expenses,Repairs - Others,Critical,Monthly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55010600,Factory & Off Exps,10700.0,PL,Expense,Other Expenses,Office Expenses,Medium,Quarterly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55011100,Security Automn Exps,0.0,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55011800,Sponsorship Expenses,0.0,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,True,Not Analyzed,Non Reconciliation GL,0.15
ABEX,2022-06,55011900,Sundry Bal W Off/Bck,-0.85,PL,Expense,Other Expenses,Miscellaneous expenses,Low,Half Yearly,R2R / B2P,skipped,Not Considered,Purchase order / Working,False,Not Analyzed,Non Reconciliation GL,0.15
